,tweet,offensive,vlg,vio,HS_HS1,HS_HS2,HS_HS3,HS_HS5,HS_HS6,HS_NOT_HS
239,الي مو عاجبه لا يناظر وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
240,لحقارة عنوان إسمه ليليان داود الاصبع الوسطي  حذاء رجل  بعد ردي عليها وافحامها قامت بعمل بلوك ينعل ابو القرف وجه مكبوت ينفث البخار من انفه ,1,0,0,0,0,0,0,0,1
241,RT مستخدم خيانه  قبضه موجهه للامام 🏻,1,0,0,0,0,0,0,0,1
242,مستخدم عسى مازعلت ياتحريات كلب  وجه الكلب ,1,0,0,0,0,0,0,0,1
243,صاحين من زمان مخرج الفلس مو حاط عليهم  وجه مرهق  سكين المطبخ ,0,0,0,0,0,0,0,0,1
244,هانت اليوم آخر يوم دوام  قرد  وجه مبتسم بنظارة شمسيه ,0,0,0,0,0,0,0,0,1
245,لا لا لا اليوم أنا  حمل  برأسي أحتمال شغالتك في المستشفى لا سمح اله أن جتني  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
246,محد احسن من احد متجمعين عليه تقل غنم متجمعه على علف  وجه مشمئز ,1,0,0,0,0,0,0,0,1
247,مستخدم انت اكتب حكمه البارح مب حكمه اليوم خصم يومين من راتبك  قرد بحركه اليد لقول لا اسمع  ,0,0,0,0,0,0,0,0,1
248,يا ظلي يا روحي وجه منصدم ,0,0,0,0,0,0,0,0,1
249,مستخدم مادري ليه مانقرض مع الي انقرضو وجه منصدم ,1,0,0,0,0,0,0,0,1
250,مستخدم اي واله صدقتي تخسي  ابهام متجه لاسفل 🏽,0,0,0,0,0,0,0,0,1
251,RT مستخدم خلك جري وقول طولك وزنكطولي وزني والي يقول سنفوره  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
252,مزالي فايقة بكير ولسا معي وقت لنضع الاي لاينر  يتدحرج على الارض من الضحك  وجه الضفدع  شخص يومي بيديه بعلامه علي ما يرام ‍ رمز المؤنث ️ شخص يجري ‍ رمز المؤنث ️,0,0,0,0,0,0,0,0,1
253,بايع الكليجاوانا الي مستغربة هالتجمهر بركن القصيم عند قسم المعمول والكليجا استغربت شفاحة الاكل اثاريه شفاحة شي ثاني  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
254,مستخدم تم  وجه منصدم   وجه منصدم   وجه منصدم   وجه منصدم   وجه منصدم ,0,0,0,0,0,0,0,0,1
255,لك انا الزلمة يحلفون بأسمي  وجه قمر جديد  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
256,مستخدم بعصب وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
257,مستخدم يوه تاني مارينا وجه بدموع الفرح  قلب مجروح مش عاوزة مش عاوزة  قبضه موجهه للامام  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
258,مستخدم هذا بنظرك زين  وجه منصدم ,0,0,0,0,0,0,0,0,1
259,مستخدم ليتك تنطم يقال شوفوني يابنات انا احامي عنكم اسلوب غبي قسم  وجه بقناع طبي ,1,0,0,0,0,0,0,1,0
260,هو ميسي حق مجد لبلده وانا مكنتش اتفرجت ولا حاجه  وجه بدموع الفرح  دا اولا ثانيا هو علشان راي ضدك يبقا بتفرج ع كوره شراب معلش ابقي غطيها المره الجايه وانت نايم كويس علشان متبردش  وجه الضفدع  وكسم ميسي لكسمك  وجه بدموع الفرح  وجه يغمز ,1,1,0,0,0,1,0,0,0
261,وزير النقل اليمني يفضح دور الإمارات في الإضرار باليمن وأهله عن طريق منع مشاريع التنمية ودعم الجماعات والميليشيات الإرهابية فضحنا اله لا يعافيه  وجه يشتاط غضبا ,1,0,0,1,0,0,0,0,0
262,لما اشوف خوي ينضرب  وجه يشتاط غضبا  قبضه موجهه لليسار 🏻,0,0,0,0,0,0,0,0,1
263,مستخدم مع الاسف تفائلت فيكم لكثرة اعلاناتكم لكن الاعلانات شيء والواقع شيء اخرمكتوب ان التذكرة مستردة ويوم جيت الغي الحجز الموظف يقولي لايمكن الغاء الذهاب دون الغاء العودة علما بان موعد الرحلة بعد يومينورسوم الالغاء لكامل الرحلة يعني تقريبا من قيمة الحجز  ابهام متجه لاسفل ,0,0,0,0,0,0,0,0,1
264,مستخدم مهيا شوال سكر اله يخزيهم يا اله  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
265,مستخدم من زين الجالكسي 🤮,0,0,0,0,0,0,0,0,1
266,مستخدم لو في شى مخيمستشفى شهرقريب من عندنا وجه منصدم ,0,0,0,0,0,0,0,0,1
267,المحاضرات كل يوم لمدة ال ايام بتبقي الساعة ونص  وجه غاضب  وجه يشتاط غضبا  اشوفك فيكوا يوم يالي حاطين الجدول,1,0,0,0,0,0,0,0,1
268,مستخدم اتكلمي معايا بتقاها اكتر من كدا لو سمحتي  وجه غير راضي  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
269,ويش ذا الحلم الكوميدي الاكشن الدراما السيره ذاتيه  وجه مشمئز ,0,0,0,0,0,0,0,0,1
270,مستخدم قصيمي ومكرش ابهام متجه لاسفل ,0,0,0,0,0,0,0,0,1
271,آنيو بنات أنا عضوة جديدة مكن دعم  وجه مبتسم بعيون مبتسمه  حركه اليد لعلامه النصر ️ راح أردها  قرد بحركه اليد لقول لا اسمع   قرد بحركه اليد لقول لا اري ,0,0,0,0,0,0,0,0,1
272,اول ميد DONE  علامه صح بيضاء غامقه  الي بعدو  وجه مكبوت ينفث البخار من انفه  عضلات 🏻,0,0,0,0,0,0,0,0,1
273,مستخدم رزقهم يجي معاهم  وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
274,RT مستخدم بعزيمه الرجال الدوري لهلال  وجه بدموع الفرح شف خصم الهلال وسع صدرك  وجه الضفدع  وجه بقناع طبي بإذن اله نحتفل بالدوري رقم وفي مباراة ال…,0,0,0,0,0,0,0,0,1
275,عاد من زينه  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
276,مستخدم مكان الطقه صار ازرق ينعال وجه غاضب ,1,0,0,0,0,0,0,0,1
277,مستخدم دائما مواضيعهم تافهة مثلهم  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
278,RT مستخدم وسع وسع وسع لبزاز البقره الحلوب سماح اجمل بقره علي تويتر وجه يغمز مخرجا لسانه  الكل يعمل ريتويت لبقره عشان اخلي المعرص حسام جوزي🦌 ثور  يصورني أكتر…,1,1,0,0,0,0,0,0,1
279,مستخدم حتى العطور  وجه غاضب ,0,0,0,0,0,0,0,0,1
280,مستخدم أتوقعك رأسك بينفجر من الحقد وجه بدموع الفرح  وجه الضفدع ,0,0,0,0,0,0,0,0,1
281,مستخدم شلون اله يرحمها وانت تقول انها هندوسية مب مسلمة صحيح انك  حمل  نعجه ,1,0,0,0,1,0,0,0,0
282,مستخدم وين الرجاجيل قبيلتي ما نشوفهم  ابهام متجه لاسفل 🏻 ابهام متجه لاسفل 🏻,0,0,0,0,0,0,0,0,1
283,بشره لبنات راح تكونو مع أبو جهل و قوم لوط اله يمحيكم يامخفة سكين المطبخ  بايع الكليجا,1,0,0,0,0,0,0,1,0
284,مستخدم اقراء كلامه حرف حرف سكين المطبخ  وجه قمر جديد ,0,0,0,0,0,0,0,0,1
285,مستخدم حسبي اله ونعم الوكيل شكلهم ناوين يطيرون سيرا  ابهام متجه لاسفل ,1,0,0,0,0,0,0,0,1
286,مستخدم اهنيك صباحي صاير مسوح بتراب بعد ماشفت المقطع حق التجمهر وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
287,شكل انا الوحيده الي ما احب المأكولات البحريه ولا الحم  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
288,مستخدم  وجه مستاء ️ وجه مكبوت ينفث البخار من انفه هين ي ام شعفه,1,0,0,0,0,0,0,0,1
289,مستخدم الكارثه وجود الغيامه في الاعلام ابهام متجه لاسفل 🏻,0,0,0,0,0,0,0,0,1
290,مستخدم هالنوعيه انت تقتنع فيها بس غيرك اوعى من كذا وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
291,مستخدم وربي غباء خير وجه بابتسامه خفيفه  سكين المطبخ ,1,0,0,0,0,0,0,0,1
292,بايع الكليجا الحمدله الذي عافانا اجتمع قلة الدين مع قلة الأدب وقلة الحيا يع اله يفشلكم  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
293,مستخدم اشوى  قبضه موجهه للامام  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
294,عز قول لرايد ينتبه لخصم ويحضر الفقرات لايختفي  وجه يشتاط غضبا  حياتك,0,0,0,0,0,0,0,0,1
295,مستخدم مالك دخل فيه يصور الي يبي يع قبضه موجهه للامام  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
296,مستخدم لا مش هقول  وجه بدموع الفرح  قرد بحركه اليد لقول لا اسمع  ,0,0,0,0,0,0,0,0,1
297,بايع الكليجاقول ترا غثيتونا  وجه يشتاط غضبا  اعوذ باله من بعض الفضاوه في هالناس خلاص قروشه قسم باله,0,0,0,0,0,0,0,0,1
298,مستخدم وي وي وي  قرد بحركه اليد لقول لا اري  لا مره مو لهدرجه  وجه يسيل لعابه  فشلتونا حسبكم اله يامشافيح  قبضه موجهه للامام ,1,0,0,0,0,0,0,0,1
299,لا يمدحك غيري تراك أنت لي أنا وجه غاضب ,0,0,0,0,0,0,0,0,1
300,لآن المسجد بأسم لي خلفك ياتيس  وجه يشتاط غضبا  خطيب جمعه يطرد اليمنين والمصلين غير السعودين من المسجد ويقول ان المسجد مخص لابناء القبائل من السعودين رفيعي النسب فهل يوجد رجل بينهم رشيد,1,0,0,1,0,0,0,0,0
301,ياساتر صدمة الموسم والقرنرينز يفوز على سترومان ويروح المينيا  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
302,مستخدم طبعا بعد ماشفت اليوتيوبانقهرت على شخصية سامي بالفيلم مسوينه ولد مهزوز وهو بالحقيقه رجل والرجال قليل سرب الحمام  ابهام متجه لاسفل 🏼,0,0,0,0,0,0,0,0,1
303,مستخدم يا زينك ساكت  قبضه موجهه للامام 🏻,0,0,0,0,0,0,0,0,1
304,امتحانها شرات ويها 🤮,0,0,0,0,0,0,0,0,1
305,مستخدم لا كذا كثير وجه يبكي بصوت عالي  وجه غير راضي  قبضه موجهه للامام 🏼,0,0,0,0,0,0,0,0,1
306,بايع الكليجاقسم باله البنات هالأيام مصاختهم زايده وذرة حيا ماعندهم انا اتبرأ من هالفئة  وجه بقناع طبي ,1,0,0,0,0,0,0,1,0
307,RT مستخدم أوفر الي قاعد يصير وجه غير راضي  وجه يشتاط غضبا  حياتك,0,0,0,0,0,0,0,0,1
308,RT مستخدم انتباه يا مجنده  وجه يشتاط غضبا  لا مش انتباه انا مخصماك  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
309,هاي كلب ,1,0,0,0,0,0,0,0,1
310,مستخدم شوفي يعني انا عند الترخيص و عم اتخيل شكلك عند الخمارة تحت هاي الشتا وجه الضفدع  متأكدة عند الخمارة,0,0,0,0,0,0,0,0,1
311,RT مستخدم مش هنشتري المنتج التركيالريس قام بالواجبورزع  قرد  جون فى الصميموالدور علينانكمل بالمقاطعةالمنتج المصرى اهم واولى ابهام متجه لاعلي ,0,0,0,0,0,0,0,0,1
312,مستخدم اذا القوا القبض عليك يا مجرم ما راح تشاهد نقل السفارة الى ارض وعاصمة فلسطين المغتصبة  ابهام متجه لاسفل  وجه مرهق ,1,0,0,0,0,0,0,0,1
313,مستخدم طب و اله زاكي مفيش ثقة خالص ايه ده  وجه يبكي بصوت عالي  وجه بدموع الفرح  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
314,مستخدم الحمدله اكيد تغارين من الغة عندي احم احم اتحداك بعد وت از يور نيم جاوبي بالانجليزي مثلي ياله  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
315,مستخدم ومن سمح لك تكتبه  وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
316,مدري كيف بتفائل بيوم الاثنين وبدايته د حنان قلب مجروح  سكين المطبخ ,0,0,0,0,0,0,0,0,1
317,مستخدم لاتبر لبنات بغض النظر عن الي يعملونه الرجال الي سوه البنات قله ادب وتريبة وشفاحة  وجه بقناع طبي ,1,0,0,0,0,0,0,1,0
318,ف مصر  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
319,مستخدم صباحك ورد يا التاهومافيه روج  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
320,المرجلة في مقطع  عضلات  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
321,مستخدم ماعندي فلوس مهر  ابهام متجه لاسفل 🏻,0,0,0,0,0,0,0,0,1
322,اعوذ باله انعدام حياء غير طبيعي الرجال استحى وانتم ماستحيتم واله يالي صورتي عليك جراءه فضيعه اله يستر علينا يارب  وجه بقناع طبي  بايع الكليجا,1,0,0,0,0,0,0,1,0
323,مستخدم طيب وغرفة عز الجديده  وجه يبكي بصوت عالي  يارب يلقون احسن منها وبعدين راعي الشقه ليه طلعهم  وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
324,كلاس مل برقد  قلب مجروح 🤮,0,0,0,0,0,0,0,0,1
325,مستخدم كلي زق ياكذابه  وجه يشتاط غضبا ,1,0,0,0,0,0,0,0,1
326,مستخدم اوه شدراني انا مع راسك ماتشوف يقولون متر ف مترين وغرفه وصاله وحمام ومادري شنو على بالي قطر  وجه غاضب  قبضه موجهه للامام  قرد بحركه اليد لقول لا اري ,1,0,0,1,0,0,0,0,0
327,مستخدم يا جربوعه يا اساس جهاد النكاح والداعشيات يا داعشيه ما لك دخل باسيادك المصرين هم احرار خلي مليار يطفحوكم يا اساس الخراب في الدول العربيه يا شويه ارهابين الا هي فين ام واخت بو عزيزي كويسين في كندا ولا لسه عايزين تحويلات هارمنا من اشكالكم يا خنازير الاخوان الارهابين  نعجه ,1,0,0,0,0,1,0,0,0
328,الحياة بالنسبة لي أصبحت كرائحه سندوب  وجه بدموع الفرح  قبضه موجهه للامام  يد مرفوعه ,0,0,0,0,0,0,0,0,1
329,RT مستخدم MBCthevoiceهالموسم سامج بجداره mbc مستواها كل مالها في انحدار  ابهام متجه لاسفل 🏻الجنه استغفراله يارب  وجه بفم مغلق بسحاب يح…,1,0,0,0,0,0,0,0,1
330,مستخدم والازق من ذا كله تبيني احبها غصب الاصبع الوسطي  قلب مجروح ,1,0,0,0,0,0,0,0,1
331,RT مستخدم عاهات  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
332,مستخدم ما حنا بحاجة لدورات الي ما منها فايده بحاجه لنرجع زي تعليم اول تعبنا جهدنا على التدريس بس مو الخرابيط والاعمال الي يكلفونا فيها فوق طاقتنا وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
333,مستخدم سبحان الي مصبر الارض عليك وعلى هالسماجه الي عندك  سكين المطبخ ,1,0,0,0,0,0,0,0,1
334,مستخدم الي تصور لو شدت حيلها شوي باسته قدام الخلق يلعنم الرخص  وجه بدموع الفرح  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
335,مستخدم ه يمكن احسن من وجهك  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
336,كيفني معاكم وانا ادلعكم بالمعنويات كل يوم  وجه قمر جديد  قلوب دواره لا تسب الا ابوك انت يا ابن ال  وجه بابتسامه خفيفه  قبضه موجهه للامام 🏻 فضفضة طبيب,1,0,0,0,0,0,0,0,1
337,بايع الكليجا حتى بسناب منزلينه  قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 قلب مجروح  وربي رفعة ضغط الولد جدا عادي اشوفه اقل من عادي بعد واله احس البنات مسحورات  وجه بدموع الفرح  واله انه مو جميل واله,0,0,0,0,0,0,0,0,1
338,RT مستخدم مراحل نفسيتي مع تقدم السنين  وجه الضفدع  قلب مجروح ,0,0,0,0,0,0,0,0,1
339,مستخدم  وجه الضفدع  رأيك احتفظ به لنفسك,0,0,0,0,0,0,0,0,1
340,RT مستخدم اصلا لو العربية ما جابت هالخبر كان استغربنا متعودين على اخبارها السخيفة الي تظهر لعالم ابيخ صورة لشعب السعودي  ابهام متجه لاسفل 🏿,1,0,0,0,0,0,1,0,0
341,مستخدم دحوم وجه يبكي بصوت عالي  وجه منصدم  وجه مستاء ️ وجه مستاء ️ قلب احمر ️,0,0,0,0,0,0,0,0,1
342,مستخدم مره  وجه مشمئز ,0,0,0,0,0,0,0,0,1
343,RT مستخدم تجلس على زبي وتجلخ بزبك وتمحن بكل مقحبه لم انزل بخرقك واغرقه بحليبي  علامه قبله  الاصبع الوسطي  لسان ,1,1,0,0,0,0,0,0,1
344,مستخدم محاآضره عن شوه  وجه بدموع الفرح  وجه يغمز عن القصف عاآدي خليهم يقصفوگ  وجه قطه بدموع الفرح  وجه يغمز مخرجا لسانه  قرد بحركه اليد لقول لا اتكلم  قبضه موجهه للامام  شخص يجري ,0,0,0,0,0,0,0,0,1
345,مستخدم استغفر اله انا قليلة الادب  سكين المطبخ  وجه بتشميقه  وجه بدموع الفرح ,1,0,0,0,0,0,0,0,1
346,RT مستخدم فسادكم اهلكنا فسادكم اهلكناهذوله النهاب احنه الي صعدناهملازم نلوم انفسنا اولا واخرا وجه يشتاط غضبا  ظهر يد تشير لاسفل قصه لاتخلوا من عبره  وجه مبتسم بنظارة شمسيه  منين…,1,0,0,0,0,0,0,0,1
347,بسم اله بس الدكتور داز عشان يذكرنا بداوم باجر يعني درينا خلاص  قلب مجروح  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
348,RT مستخدم ليه حياتنا كلها جامعة و بنذاكر و شيتات  وجه الضفدع مش ربنا خلقنا عشان نعبدو بس وجه مبتسم ,0,0,0,0,0,0,0,0,1
349,بس بقا كفايه كأبه  قبضه موجهه للامام  وجه غير راضي  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
350,RT مستخدم مين بيتجس زية ع محارمه  وجه يغمز  نار  يجي خاص  حذاء بكعب عال  رتويت وجه ضاحك بعيون مبتسمه ,1,0,0,0,0,0,0,0,1
351,مسقط المطعم مقرف والدكتور مش عاجبو ولا توزيعة  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
352,مستخدم امحق منشن  شخص يخبط وجهه 🏻‍ رمز المؤنث ️ قبضه موجهه للامام 🏼 وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
353,RT مستخدم اذاكر بالجامعه قلب مجروح  وجه مشمئز ,0,0,0,0,0,0,0,0,1
354,مستخدم كويس حصلتك في ذا المنشن مانته تقول في بيلغون الرسوم اله يسامحك فرحتنا  وجه بدموع الفرح  قبضه موجهه للامام 🏼,0,0,0,0,0,0,0,0,1
355,بايع الكليجاما شاءاله ع اي شي تسون هشتاقمره ام غمزه ومره بايع كليجه صج فاضين  وجه قمر جديد  قبضه موجهه للامام 🏻,1,0,0,0,0,0,0,0,1
356,RT مستخدم مترجم خيانه مع صديق ابي  علامه قبله  ولا اروع لا يفوتكمهلا بل خميس قرد بحركه اليد لقول لا اسمع    قرد بحركه اليد لقول لا اسمع   نيك سكسبزاز احمر شفاه ,1,1,0,0,0,0,0,0,1
357,كل اسبوع لازم اتهاوش بقروب ماده يا انا ادور الهواش يا هم يبون احد ينعلهم  حذاء رجل  وجه بابتسامه خفيفه ,1,0,0,0,0,0,0,0,1
358,الي يشره على البنات الي معجبهم بايع الكليجا يتذكر ان فيه بنات ميتين على ذا الاشكال  ظهر يد تشير لاسفل 🏻ويهون عليه الموضوع  وجه مشمئز ,0,0,0,0,0,0,0,0,1
359,بايع الكليجا واله انه جميل م شاءاله بس انتم تغارون منو  سكين المطبخ ,0,0,0,0,0,0,0,0,1
360,استغفراله ياله صباح خير صراحه ماشوف به زود و هشتاق و مختبين شدعوه تقل اول مره تشوفون رجل نعجه  وجه يبكي بصوت عالي فضحتونا ه استغفراله بس كرهت الكليجا  شخص يخبط وجهه 🏻‍ رمز المؤنث ️ قلب مجروح عيب هدو العب حبايبي هو استحى غطى وجه بالكيس بايع الكليجا,1,0,0,0,0,0,0,1,0
361,مستخدم مش غير  وجه غاضب  وجه متجهم ,0,0,0,0,0,0,0,0,1
362,RT مستخدم شكرا جدا  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
363,مس الشكبات تمدحني قلب بنفسجي  خلتني اتحسرت زيادة انه ما تخص شبكات لبنات وجه بابتسامه خفيفه  نار  سكين المطبخ ,0,0,0,0,0,0,0,0,1
364,مستخدم ه قبضه موجهه للامام 🏼 قبضه موجهه للامام 🏼 قبضه موجهه للامام 🏼,0,0,0,0,0,0,0,0,1
365,بدت حجوزات كأس العالم وأنت عندك عزيمة أو مناسبة ليش التعب ريح راسك واطلب ذبيحتك مع خدمة توصيلها لباب منزلك باص صغير  نجدي لذبائح يكفيك شر عناء سوق الغنم نعجه  اطلب ذبيحتك الان وفصلها على مزاجك لطلبات عبر الموقع,0,0,0,0,0,0,0,0,1
366,مستخدم سبحان اله ما يبرد حرتكم غير المخربيات حثالة العالم  وجه بقناع طبي ,1,0,0,1,0,0,0,0,0
367,مستخدم لماذا هذا السقوط يا جميلة بو حيدر ابهام متجه لاسفل ,1,0,0,0,0,0,0,0,1
368,كسم دى كليه عالكسم دى جامعه معرصه  الاصبع الوسطي 🏻 الاصبع الوسطي 🏻,1,1,0,0,0,0,1,0,0
369,RT مستخدم بايع الكليجالتاق يدعو ل ظهر يد تشير الى اليسار 🏻  وجه مشمئز 🤮 يلي تطلب رحمة من اله تستحي على وجها,1,0,0,0,0,0,0,0,1
370,ذكروني كل ماقلت بغيب عشان اذاكر والعنو شكلي  وجه مشمئز ,0,0,0,0,0,0,0,0,1
371,مستخدم  وجه مكبوت ينفث البخار من انفه  شخص يجري 🏻نخليك فالبر وبدري نفسك وقتها,0,0,0,0,0,0,0,0,1
372,الحمد له الكويت  حرف رمز المؤشر الاقليمي كي  حرف رمز المؤشر الإقليمي دبليو  يوم التحرير  قلب احمر  تحرير الكويت  قلب احمر من الغزو العراقي  وجه يشتاط غضبا  دائره حمراء ,0,0,0,0,0,0,0,0,1
373,بايع الكليجا  وجه الضفدع الحين هذوا مجنسات او سعوديات اصل و منشأ,1,0,0,1,0,0,0,0,0
374,انا اصحى تهاني تنام انا اصحى تهاني تطلع ماعندها شبكه وبعدين يعني وجه غير راضي  الاصبع الوسطي 🏻,0,0,0,0,0,0,0,0,1
375,مستخدم تم احبك اكثر من مسلسلاتي دحمي وجه منصدم  قلب احمر ️,0,0,0,0,0,0,0,0,1
376,مستخدم صيح يا وجه وحيد القرن ,1,0,0,0,0,0,0,0,1
377,الي يقولو جميله وهي منقبه منجدهم وجه مشمئز ,0,0,0,0,0,0,0,0,1
378, قبضه موجهه للامام بكره الكلمه دي اوي,0,0,0,0,0,0,0,0,1
379,RT مستخدم بدى أسالگ يد مرفوعه ما أشتقت لراحة كلامى حين تثور وتغضب  وجه غاضب ما أشتقت لخناق…,0,0,0,0,0,0,0,0,1
380,بايع الكليجا الي أستحو ماتو الي يفشلكم ضحكتم العالم علينا ياخساره تربية اهاليكم فيكم راح هباءا منثورا كأنكم اول مره تشوفون رجال وعادي جدا شكله وماأردى منكم الا العربيه نشرت غسيلنا قدام العالم وقدام الي يسوى ومايسوى  وجه يشتاط غضبا  وجه غاضب ,1,0,0,0,0,0,0,1,0
381,حتي الخاتم هي لبساته له و هو ملابسهش اعيه بكل هذا شنو  وجه مشمئز 🤮,0,0,0,0,0,0,0,0,1
382,مستخدم انا الشي الي ما استوعبته كيف تجي طحينية مع جبن  وجه مشمئز ,0,0,0,0,0,0,0,0,1
383,مستخدم في وحدة اسمها بشرى خلصت مصاريها صار اسمها باع قهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقهقه وجه غير راضي  سكين المطبخ  وجه بدموع الفرح  قلب مجروح ,0,0,0,0,0,0,0,0,1
384,مستخدم من جدهم يسلمونها لو انا القى شي واله مايذوقونه  وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
385,مستخدم  قبضه موجهه للامام 🏻 وجه بدموع الفرح ابيض وجه وكفو فيك يابو سامي لا تجمل منهم كلهم,0,0,0,0,0,0,0,0,1
386,هو لو كل المرتبطين فاركشوا و وزعوا من اول و جديد هفضل سنجل برضوا اعتقد  وجه الضفدع ,0,0,0,0,0,0,0,0,1
387,مستخدم اشوف رموشها من تحت النظاره بلا استعباط وجه يشتاط غضبا ,1,0,0,0,0,0,0,0,1
388,يعني اول مرا اشوف عذر منتهي انا خبري الاكل هي الي لها صلاحية انتهاء كومة من البراز ,0,0,0,0,0,0,0,0,1
389,غلط تجي كم بنت وتصرف ب قلة ادب وسخافه وانتي مالك دخل  وجه مرتبك  ويجيك واحد مطس يشمل جميع البنات انهم متخلفات شوهتن صورتنا يا السلق ولا تبون اسقاط ولايه وحريه جعلكم لحمى  قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 بايع الكليجا,1,0,0,0,0,0,0,1,0
390,يعني أي واحد وسيم من اليوم ورايح بيفتح له اي مشروع راح يلاقي الخير ومشروعه ماشي وزيادة عليه انه بيكون حديث الكل وبينال من الشهرة الكثير لكن الغبنة اذا جاك الشين  قرد ماعلينا ؛ مجرد إنتقاد تصرف البنات بهالطريقة ماله داعي بالتصوير والتعليقات 🤫 بائع الكليجا,0,0,0,0,0,0,0,0,1
391,RT مستخدم  علامه ممنوع تحت سن الثامن  أقوى تعليق مضحك لفيديو وجه بدموع الفرح عيب وجه بقناع طبي  قبضه موجهه للامام  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
392,مستخدم ويش رايك بحضور حمد بن جاسم في المؤتمر الامن الاقليمي  يتدحرج على الارض من الضحك ابوحنج مات قهر  يتدحرج على الارض من الضحك دوله م به رجال ابكيكم  حذاء رجل ,0,0,0,0,0,0,0,0,1
393,عفو تعف نسائكم  يد مرفوعه 🏼 فيه ابلغ من هالقول وأوضح تغزلون بالحريم وهم يسون زيكم  ابهام متجه لاسفل 🏻 بايع الكليجا,0,0,0,0,0,0,0,0,1
394,بايع الكليجايعني يوم بنت ترامب هاشتاقات وتسمون بناتكم عليها ومساجد ب اسمها ويوم البنات خقوا على راعي الكليجا رحتوا كبرتوا الموضوع الى متى محاربات الاناث  ابهام متجه لاسفل 🏻,0,0,0,0,0,0,0,0,1
395,مستخدم اسكت يا متخلف بترولكم ده إيفانكا بس بتنهبه ايوة ملعبناوعالمي وافضل من ملعبكم الصغير المستأجر ملعل الجامعة وجه بدموع الفرح  خليك في حدك الجنوبي والحوثي ما عندكم كورة السودان أس كورتكم  الاصبع الوسطي  يد مرفوعه ,1,0,0,1,0,0,0,0,0
396,اكره شي وانا اكتب تسألن بنت وش ما وش  وجه يشتاط غضبا  اصبري لين اقضي وخوذي ابو الدفتر ب الذات إذا الدكتورة طايرة تحوس أفكاري,0,0,0,0,0,0,0,0,1
397,ركبتي معش صحت و بديت نتمزط  وجه يشتاط غضبا  سكين المطبخ كان م صحتش بكرة حنقطعها وخلاص,0,0,0,0,0,0,0,0,1
398,مستخدم كذاب بعينك  ابهام متجه لاسفل 🏼صدام مهما كانت فيه صفات كويسه تبقى خيانته وغدره بجيرانه الي داعموه في حربة ضد ايران شيء لا يغتفر,1,0,0,0,0,0,0,0,1
